"","year","area","street_1","street_2"
"3008",2012,"Birmingham","St  Pauls  road","St Pauls road"
"3009",2012,"Birmingham","St  Pauls  road",""
"3010",2012,"Birmingham","Station  Road  Stechford","Station Road Stechford"
"3011",2012,"Birmingham","Station  Road  Stechford",""
"3012",2012,"Birmingham","Station  Road,  Solihul","Station Road, Solihul"
"3013",2012,"Birmingham","Station  Road,  Solihul",""
"3014",2012,"Birmingham","Station  Road,  Solihul",""
"3015",2012,"Birmingham","Station  Road,  Solihul",""
"3016",2012,"Birmingham","Station  Road,  Solihul",""
"3017",2012,"Birmingham","Station  Road,  Solihul",""
"3018",2012,"Birmingham","stechford  police  station","stechford police station"
"3019",2012,"Birmingham","Stechford  Swimming  Baths","Stechford Swimming Baths"
"3020",2012,"Birmingham","Stoney  lane","Stoney lane"
"3021",2012,"Birmingham","Stratford  Road",""
"3022",2012,"Birmingham","STRATFORD  ROAD,  SPARKBROOK","STRATFORD ROAD, SPARKBROOK"
"3023",2012,"Birmingham","Stratford  Road,  Sparkhill","Stratford Road, Sparkhill"
"3024",2012,"Birmingham","SUMMERFIELD  ROAD,  WEOLEY  CASTLE","SUMMERFIELD ROAD, WEOLEY CASTLE"
"3025",2012,"Birmingham","Sunbeam  way.","Sunbeam way."
"3026",2012,"Birmingham","Swanshurst  Park","Swanshurst Park"
"3027",2012,"Birmingham","The  Parade  Sutton  Coldfield",""
"3028",2012,"Birmingham","The  Radleys","The Radleys"
"3029",2012,"Birmingham","Tile  Cross  Road","Tile Cross Road"
"3030",2012,"Birmingham","Tote  Betting  shop,  Alum  Rock  Road","Tote Betting shop, Alum Rock Road"
"3031",2012,"Birmingham","Turnburry  Road","Turnburry Road"
"3032",2012,"Birmingham","Umberslade  Road,  Selly  Oak","Umberslade Road, Selly Oak"
"3033",2012,"Birmingham","VICARAGE  ROAD,  KINGHS  HEATH","VICARAGE ROAD, KINGHS HEATH"
"3034",2012,"Birmingham","Victoria  Road,  Bordesley  Green","Victoria Road, Bordesley Green"
"3035",2012,"Birmingham","WAKE  GREEN  ROAD","WAKE GREEN ROAD"
"3036",2012,"Birmingham","Ward  End  Park","Ward End Park"
"3037",2012,"Birmingham","warwich  rd","warwich rd"
"3038",2012,"Birmingham","Warwick  Road",""
"3039",2012,"Birmingham","warwick  road,  accocks  green","warwick road, accocks green"
"3040",2012,"Birmingham","Wash  Lane","Wash Lane"
"3041",2012,"Birmingham","washwood  heath  road","washwood heath road"
"3042",2012,"Birmingham","Washwood  Heath  Road",""
"3043",2012,"Birmingham","Watson  Road,  Alum  Rock","Watson Road, Alum Rock"
"3044",2012,"Birmingham","Wheatcroft  Road,  Chelmesley  Wood","Wheatcroft Road, Chelmesley Wood"
"3045",2012,"Birmingham","WHEATSHEAF  PH  COVENTRY  ROAD,  SHELDON","WHEATSHEAF PH COVENTRY ROAD, SHELDON"
"3046",2012,"Birmingham","WheatSheaf,  Coventry  Road.","WheatSheaf, Coventry Road."
"3047",2012,"Birmingham","William  Hill  Bookmakers,  Washwood  Heath  Road",""
"3048",2012,"Birmingham","woodbridge  rd","woodbridge rd"
"3049",2012,"Birmingham","Woodbridge  Road","Woodbridge Road"
"3050",2012,"Birmingham","ACORN  PUBLIC  HOUSE","ACORN PUBLIC HOUSE"
"3051",2012,"Birmingham","Atlantic  Rd","Atlantic Rd"
"3052",2012,"Birmingham","Aylesbury  Crescent,  Kingstanding,  B'ham","Aylesbury Crescent, Kingstanding, B'ham"
"3053",2012,"Birmingham","beggers  bush","beggers bush"
"3054",2012,"Birmingham","bendall  rd.  kingstanding","bendall rd. kingstanding"
"3055",2012,"Birmingham","Berryfields  Road,  Walmley,  Sutton  Coldfield","Berryfields Road, Walmley, Sutton Coldfield"
"3056",2012,"Birmingham","Birmingham  Rd",""
"3057",2012,"Birmingham","Birmingham  Road",""
"3058",2012,"Birmingham","Birmingham  Road",""
"3059",2012,"Birmingham","Birmingham  Road",""
"3060",2012,"Birmingham","Birmingham  Road,  Wylde  Green","Birmingham Road, Wylde Green"
"3061",2012,"Birmingham","Birmingham  Road,  Wylde  Green",""
"3062",2012,"Birmingham","Boldmere  Road","Boldmere Road"
"3063",2012,"Birmingham","Bottle  of  Sack","Bottle of Sack"
"3064",2012,"Birmingham","Boundary  Road,  Erdington","Boundary Road, Erdington"
"3065",2012,"Birmingham","Brassington  ave.,  Sutton  Coldfield","Brassington ave., Sutton Coldfield"
"3066",2012,"Birmingham","Broad  St]#","Broad St]#"
"3067",2012,"Birmingham","Capilano  Road,  Erdington","Capilano Road, Erdington"
"3068",2012,"Birmingham","Car  Park  Lidl  Pelham  Rd  aLUM  rOCK","Car Park Lidl Pelham Rd aLUM rOCK"
"3069",2012,"Birmingham","CAR  PARK  OF  OLD  SPECKLED  HEN  PUBLIC  HOUSE  MERE  GREEN","CAR PARK OF OLD SPECKLED HEN PUBLIC HOUSE MERE GREEN"
"3070",2012,"Birmingham","Car  Park  Reddicap  Tavern,  Hollyfield  Road,  Falcon  Lodge","Car Park Reddicap Tavern, Hollyfield Road, Falcon Lodge"
"3071",2012,"Birmingham","Car  park,  Kenilworth  Court,  Wheelwright  Rd","Car park, Kenilworth Court, Wheelwright Rd"
"3072",2012,"Birmingham","Chester  Road","Chester Road"
"3073",2012,"Birmingham","Chesterfield  Grove,  Pype  Hayes","Chesterfield Grove, Pype Hayes"
"3074",2012,"Birmingham","Chipstead  Road","Chipstead Road"
"3075",2012,"Birmingham","Church  Road,  Erdington","Church Road, Erdington"
"3076",2012,"Birmingham","Coton  Lane,  Erdington,  B'ham","Coton Lane, Erdington, B'ham"
"3077",2012,"Birmingham","Cottishall  Walk","Cottishall Walk"
"3078",2012,"Birmingham","Court  Lane","Court Lane"
"3079",2012,"Birmingham","COurt  Lane","COurt Lane"
"3080",2012,"Birmingham","DUKE  str.","DUKE str."
"3081",2012,"Birmingham","Ebrook  Road,  Sutton  Coldfield","Ebrook Road, Sutton Coldfield"
"3082",2012,"Birmingham","Emscote  Road","Emscote Road"
"3083",2012,"Birmingham","Erdington  High  str.",""
"3084",2012,"Birmingham","Erdington  High  str.",""
"3085",2012,"Birmingham","Erdington  High  str.",""
"3086",2012,"Birmingham","Firbeck  Grove","Firbeck Grove"
"3087",2012,"Birmingham","FRANCES  ROAD  ERDINGTON","FRANCES ROAD ERDINGTON"
"3088",2012,"Birmingham","Front  Odffice  Sutton  Coldfield","Front Odffice Sutton Coldfield"
"3089",2012,"Birmingham","Good  Hope  Hospital","Good Hope Hospital"
"3090",2012,"Birmingham","Gracechuch  Shopping  Centre,  Sutton  Coldfield","Gracechuch Shopping Centre, Sutton Coldfield"
"3091",2012,"Birmingham","Gravelly  Hill","Gravelly Hill"
"3092",2012,"Birmingham","Hairy  Lemon,  Erdington  High  str..","Hairy Lemon, Erdington High str.."
"3093",2012,"Birmingham","HAIRY  LEMON.  Lower  Parade","HAIRY LEMON. Lower Parade"
"3094",2012,"Birmingham","HAIRY  LEMON.  Lower  Parade",""
"3095",2012,"Birmingham","Hampton  Road,  Erdington,  B'ham","Hampton Road, Erdington, B'ham"
"3096",2012,"Birmingham","Hellbey  Close","Hellbey Close"
"3097",2012,"Birmingham","high  st  .  sutton  coldfield","high st . sutton coldfield"
"3098",2012,"Birmingham","High  St  Erdington","High St Erdington"
"3099",2012,"Birmingham","High  str.,  Erdington",""
"3100",2012,"Birmingham","High  str.,  Erdington",""
"3101",2012,"Birmingham","High  str.,  Erdington",""
"3102",2012,"Birmingham","HIGH  str.,  ERDINGTON","HIGH str., ERDINGTON"
"3103",2012,"Birmingham","HIGH  str.,  ERDINGTON",""
"3104",2012,"Birmingham","HIGH  str.,  ERDINGTON",""
"3105",2012,"Birmingham","HIGH  str.,  ERDINGTON",""
"3106",2012,"Birmingham","HIGH  str.,  ERDINGTON",""
"3107",2012,"Birmingham","HIGH  str.,  ERDINGTON",""
"3108",2012,"Birmingham","HIGH  str.,  ERDINGTON",""
"3109",2012,"Birmingham","High  str.,  erdington.","High str., erdington."
"3110",2012,"Birmingham","High  str.,  West  Bromwich",""
"3111",2012,"Birmingham","High  str.,  West  Bromwich",""
"3112",2012,"Birmingham","High  str.,  West  Bromwich",""
"3113",2012,"Birmingham","Inland  Road,  Erdington,  B'ham","Inland Road, Erdington, B'ham"
"3114",2012,"Birmingham","Job  Centre,  Sutton  New  Road,  Erdington","Job Centre, Sutton New Road, Erdington"
"3115",2012,"Birmingham","Johnson  Road,  Erdington,  Birmingham","Johnson Road, Erdington, Birmingham"
"3116",2012,"Birmingham","Johnson  Road,  Erdington,  Birmingham.","Johnson Road, Erdington, Birmingham."
"3117",2012,"Birmingham","Kings  Rd","Kings Rd"
"3118",2012,"Birmingham","KINGSBURY  ROAD,  CASTLE  VALE","KINGSBURY ROAD, CASTLE VALE"
"3119",2012,"Birmingham","Lichfield  rd","Lichfield rd"
"3120",2012,"Birmingham","Lichfield  Road","Lichfield Road"
"3121",2012,"Birmingham","Lichfield  Road,  Sutton  Coldfield","Lichfield Road, Sutton Coldfield"
"3122",2012,"Birmingham","Lichfield  Road,  Sutton  Coldfield",""
"3123",2012,"Birmingham","Litten  Tree  PH  Sutton  Town  Centre","Litten Tree PH Sutton Town Centre"
"3124",2012,"Birmingham","Lower  Parade",""
"3125",2012,"Birmingham","LOWER  PARADE",""
"3126",2012,"Birmingham","Lower  parade","Lower parade"
"3127",2012,"Birmingham","LOWER  PARADE",""
"3128",2012,"Birmingham","Lower  Parade",""
"3129",2012,"Birmingham","lower  parade  ,  sutton  coldfield","lower parade , sutton coldfield"
"3130",2012,"Birmingham","Lower  Parade  Sutton  Coldfield",""
"3131",2012,"Birmingham","Lower  Parade,  Sutton  Coldfield",""
"3132",2012,"Birmingham","Lower  Parade,  Sutton  Coldfield",""
"3133",2012,"Birmingham","Lower  Parade,  Sutton  Coldfield",""
"3134",2012,"Birmingham","Lower  Parade,  Sutton  Coldfield",""
"3135",2012,"Birmingham","Lower  Parade,  Sutton  Coldfield",""
"3136",2012,"Birmingham","Lower  Parade,  Sutton  Coldfield,  Birmingham","Lower Parade, Sutton Coldfield, Birmingham"
"3137",2012,"Birmingham","Lower  Parade,  Sutton  Coldfield.",""
"3138",2012,"Birmingham","Lower  parade,  Sutton  town  centre","Lower parade, Sutton town centre"
"3139",2012,"Birmingham","Madehurst  Road,  erdington","Madehurst Road, erdington"
"3140",2012,"Birmingham","MARROWFAT  RAOD,  HANDSWORTH","MARROWFAT RAOD, HANDSWORTH"
"3141",2012,"Birmingham","Marsh  hill  ,  Erdington.  (  BN  )","Marsh hill , Erdington. ( BN )"
"3142",2012,"Birmingham","Marsh  lane,  Erdington,  B'ham","Marsh lane, Erdington, B'ham"
"3143",2012,"Birmingham","MERE  GREEN  ISLAND  LICHFIELD  ROAD","MERE GREEN ISLAND LICHFIELD ROAD"
"3144",2012,"Birmingham","Mill  ave.","Mill ave."
"3145",2012,"Birmingham","Mill  st  @  high  str.","Mill st @ high str."
"3146",2012,"Birmingham","New  str.",""
"3147",2012,"Birmingham","New  str.  Station",""
"3148",2012,"Birmingham","Newdigate  Road","Newdigate Road"
"3149",2012,"Birmingham","Newhall  Carpark","Newhall Carpark"
"3150",2012,"Birmingham","Newhall  Walk,  Sutton  Coldfield","Newhall Walk, Sutton Coldfield"
"3151",2012,"Birmingham","Normanton  Tower,  Beechmount  Drive,  Erdington,  Birmingham","Normanton Tower, Beechmount Drive, Erdington, Birmingham"
"3152",2012,"Birmingham","North  Holt  Road","North Holt Road"
"3153",2012,"Birmingham","NORTHOLT  DRIVE","NORTHOLT DRIVE"
"3154",2012,"Birmingham","O/S  H/A",""
"3155",2012,"Birmingham","O/s  Hairy  Lemon  PH","O/s Hairy Lemon PH"
"3156",2012,"Birmingham","O/S  Kings  Arms  PH,  Coleshill  Road","O/S Kings Arms PH, Coleshill Road"
"3157",2012,"Birmingham","O/S  Kings  Arms  PH,  Coleshill  Road",""
"3158",2012,"Birmingham","O/S  LITTEN  TREE","O/S LITTEN TREE"
"3159",2012,"Birmingham","O/S  MOO  MOOS  south  parade","O/S MOO MOOS south parade"
"3160",2012,"Birmingham","O/s  MooMoo  Club,  Sutton  Town  Centre","O/s MooMoo Club, Sutton Town Centre"
"3161",2012,"Birmingham","O/S  MooMoos  night  club,  South  parade","O/S MooMoos night club, South parade"
"3162",2012,"Birmingham","O/S  MooMoos,  Lower  parade,  Sutton  Town  Centre","O/S MooMoos, Lower parade, Sutton Town Centre"
"3163",2012,"Birmingham","O/S  Station  PH","O/S Station PH"
"3164",2012,"Birmingham","O/S  Temple  Bar,  S/C  Town  Centre",""
"3165",2012,"Birmingham","Orphanage  rd","Orphanage rd"
"3166",2012,"Birmingham","Outside  Bagot  Arms,  Chester  Road,  Pype  Hayes","Outside Bagot Arms, Chester Road, Pype Hayes"
"3167",2012,"Birmingham","OUTSIDE  CITY  VIEW,  ERDINGTON","OUTSIDE CITY VIEW, ERDINGTON"
"3168",2012,"Birmingham","Outside  HIRY  LEMON,  Sutton  Town  Crntr","Outside HIRY LEMON, Sutton Town Crntr"
"3169",2012,"Birmingham","outside  home  address","outside home address"
"3170",2012,"Birmingham","outside  home  address",""
"3171",2012,"Birmingham","Outside  Home  Address","Outside Home Address"
"3172",2012,"Birmingham","OUTSIDE  LITTEN  TREE,  BIRMINGHAM  ROAD","OUTSIDE LITTEN TREE, BIRMINGHAM ROAD"
"3173",2012,"Birmingham","outside  MooMoo's  Bar,  South  Parade,  Sutton  Coldfield","outside MooMoo's Bar, South Parade, Sutton Coldfield"
"3174",2012,"Birmingham","outside  MooMoo's  Bar,  South  Parade,  Sutton  Coldfield.","outside MooMoo's Bar, South Parade, Sutton Coldfield."
"3175",2012,"Birmingham","OUTSIDE  NEW  str.  STATION,  BIRMINGHAM  CITY  CENTRE","OUTSIDE NEW str. STATION, BIRMINGHAM CITY CENTRE"
"3176",2012,"Birmingham","Outside  Temple  bar,  Lower  Parade,  Sutton  Coldfield","Outside Temple bar, Lower Parade, Sutton Coldfield"
"3177",2012,"Birmingham","Outside  The  Swan  Public  house,  High  str.,  Erdington","Outside The Swan Public house, High str., Erdington"
"3178",2012,"Birmingham","Outside  the  Temple  Bar,  Sutton  Coldfield  town  centre.","Outside the Temple Bar, Sutton Coldfield town centre."
"3179",2012,"Birmingham","parade  sutton","parade sutton"
"3180",2012,"Birmingham","parade  Sutton  coldfield","parade Sutton coldfield"
"3181",2012,"Birmingham","parade  Sutton  coldfield",""
"3182",2012,"Birmingham","Parade  Sutton  coldfield  Town  Centre","Parade Sutton coldfield Town Centre"
"3183",2012,"Birmingham","parade,  sutton  coldfield","parade, sutton coldfield"
"3184",2012,"Birmingham","Rectory  Road,  Sutton  Coldfield","Rectory Road, Sutton Coldfield"
"3185",2012,"Birmingham","Reddicap  Hill","Reddicap Hill"
"3186",2012,"Birmingham","Redwing  Grove,  Erdington,  B'ham","Redwing Grove, Erdington, B'ham"
"3187",2012,"Birmingham","Redwing  Grove,  Erdington,  B'ham",""
"3188",2012,"Birmingham","Redwing  Grove,  Erdington,  B'ham",""
"3189",2012,"Birmingham","Redwing  Grove,  Erdington,  B'ham",""
"3190",2012,"Birmingham","Redwing  Grove,  Erdington,  B'ham",""
"3191",2012,"Birmingham","Redwing  Grove,  Erdington,  B'ham",""
"3192",2012,"Birmingham","Redwing  Grove,  Erdington,  B'ham",""
"3193",2012,"Birmingham","reservoir  rd  erdington","reservoir rd erdington"
"3194",2012,"Birmingham","reservoir  rd  erdington",""
"3195",2012,"Birmingham","reservoir  rd  erdington",""
"3196",2012,"Birmingham","reservoir  rd  erdington",""
"3197",2012,"Birmingham","reservoir  rd  erdington",""
"3198",2012,"Birmingham","RESERVOIR  ROAD",""
"3199",2012,"Birmingham","Ridgeway,  Erdington","Ridgeway, Erdington"
"3200",2012,"Birmingham","SC  Town  Centre","SC Town Centre"
"3201",2012,"Birmingham","Short  Heath  Rd","Short Heath Rd"
"3202",2012,"Birmingham","Slade  Road","Slade Road"
"3203",2012,"Birmingham","Slade  Road",""
"3204",2012,"Birmingham","SOMERSET  ROAD,  ERDINGTON","SOMERSET ROAD, ERDINGTON"
"3205",2012,"Birmingham","South  Parade",""
"3206",2012,"Birmingham","South  Parade",""
"3207",2012,"Birmingham","South  Parade",""
"3208",2012,"Birmingham","South  Parade",""
"3209",2012,"Birmingham","South  Parade",""
"3210",2012,"Birmingham","South  Parade",""
"3211",2012,"Birmingham","South  parade          Sutton  Coldfield  Town  Centre","South parade        Sutton Coldfield Town Centre"
"3212",2012,"Birmingham","South  parade  O/s  Moomoo","South parade O/s Moomoo"
"3213",2012,"Birmingham","South  parade  S/C  Town  Centre","South parade S/C Town Centre"
"3214",2012,"Birmingham","South  Parade,  Sutton  Coldfield",""
"3215",2012,"Birmingham","South  Parade,  Sutton  Coldfield",""
"3216",2012,"Birmingham","South  Parade,  Sutton  Coldfield",""
"3217",2012,"Birmingham","South  Parade,  Sutton  Coldfield",""
"3218",2012,"Birmingham","SOUTH  PARADE,  SUTTON  COLDFIELD","SOUTH PARADE, SUTTON COLDFIELD"
"3219",2012,"Birmingham","SOUTH  PARADE,  SUTTON  COLDFIELD",""
"3220",2012,"Birmingham","SOUTH  PARADE,  SUTTON  COLDFIELD",""
"3221",2012,"Birmingham","South  Parade,  Sutton  Coldfield",""
"3222",2012,"Birmingham","South  Parade,  Sutton  Coldfield,  Birmingham","South Parade, Sutton Coldfield, Birmingham"
"3223",2012,"Birmingham","South  Parades,  Sutton  Coldfield","South Parades, Sutton Coldfield"
"3224",2012,"Birmingham","St  Mary  &  St  John  Social  Club,  Gravelly  Hill  North","St Mary & St John Social Club, Gravelly Hill North"
"3225",2012,"Birmingham","Sutton  New  Road",""
"3226",2012,"Birmingham","Sutton  New  Road,  Erdington","Sutton New Road, Erdington"
"3227",2012,"Birmingham","Sutton  New  Road,  Erdington",""
"3228",2012,"Birmingham","Sutton  New  Road,  Erdington",""
"3229",2012,"Birmingham","Sutton  New  Road,  Erdington",""
"3230",2012,"Birmingham","Sutton  New  Road,  Erdington",""
"3231",2012,"Birmingham","Sutton  New  Road,  Erdington",""
"3232",2012,"Birmingham","Sutton  Town  Centre",""
"3233",2012,"Birmingham","Sutton  Town  Centre",""
"3234",2012,"Birmingham","Sutton  Town  Centre",""
"3235",2012,"Birmingham","Sutton  Town  Centre",""
"3236",2012,"Birmingham","Sutton  Town  Centre",""
"3237",2012,"Birmingham","Sutton  Town  Centre",""
"3238",2012,"Birmingham","Sutton  Town  Centre",""
"3239",2012,"Birmingham","Sutton  Town  Centre",""
"3240",2012,"Birmingham","Sutton  Town  Centre",""
"3241",2012,"Birmingham","Sutton  Town  Centre",""
"3242",2012,"Birmingham","Sutton  Town  Centre",""
"3243",2012,"Birmingham","Sutton  Town  Centre",""
"3244",2012,"Birmingham","Sutton  Town  Centre  outside  Moo  Moo's","Sutton Town Centre outside Moo Moo's"
"3245",2012,"Birmingham","Sycamore  Road,  Erdingon","Sycamore Road, Erdingon"
"3246",2012,"Birmingham","Tamworth  Road,  Sutton  Coldfield","Tamworth Road, Sutton Coldfield"
"3247",2012,"Birmingham","tangmere  Drive,  castle  vale","tangmere Drive, castle vale"
"3248",2012,"Birmingham","The  Gardens,  Erdington","The Gardens, Erdington"
"3249",2012,"Birmingham","The  Green  House,  Four  Oaks,  Birmingham","The Green House, Four Oaks, Birmingham"
"3250",2012,"Birmingham","The  Green  House,  Four  Oaks,  Sutton  Coldfield","The Green House, Four Oaks, Sutton Coldfield"
"3251",2012,"Birmingham","The  Parade",""
"3252",2012,"Birmingham","The  Parade",""
"3253",2012,"Birmingham","The  Parade",""
"3254",2012,"Birmingham","The  Parade  S/C","The Parade S/C"
"3255",2012,"Birmingham","The  Parade  SuttonTown  Centre","The Parade SuttonTown Centre"
"3256",2012,"Birmingham","The  Parade,  Sutton  Coldfield",""
"3257",2012,"Birmingham","The  Parade,  Sutton  Coldfield",""
"3258",2012,"Birmingham","The  Parade,  Sutton  Coldfield",""
"3259",2012,"Birmingham","The  parade,  Sutton  Coldfield","The parade, Sutton Coldfield"
"3260",2012,"Birmingham","The  Parade,  Sutton  Coldfield",""
"3261",2012,"Birmingham","The  parade,  Sutton  Coldfield",""
"3262",2012,"Birmingham","The  Parade,  Sutton  Coldfield",""
"3263",2012,"Birmingham","The  Parade,  Sutton  Coldfield",""
"3264",2012,"Birmingham","The  Parade,  Sutton  Coldfield.","The Parade, Sutton Coldfield."
"3265",2012,"Birmingham","The  Wylde  Green  Public  House","The Wylde Green Public House"
"3266",2012,"Birmingham","Turnhouse  Road,  Castle  Vale","Turnhouse Road, Castle Vale"
"3267",2012,"Birmingham","UNKNOWN","UNKNOWN"
"3268",2012,"Birmingham","Victoria  Road,  Sutton  Coldfield","Victoria Road, Sutton Coldfield"
"3269",2012,"Birmingham","walmley  ash  rd","walmley ash rd"
"3270",2012,"Birmingham","Water  Orton  Lane","Water Orton Lane"
"3271",2012,"Birmingham","William  Hill,  Wylde  Green","William Hill, Wylde Green"
"3272",2012,"Birmingham","WITTON  LODGE  ROAD","WITTON LODGE ROAD"
"3273",2012,"Birmingham","Woodacre  Road,  Erdington","Woodacre Road, Erdington"
"3274",2012,"Birmingham","Woodacre  Road,  Erdington",""
"3275",2012,"Birmingham","Woodacre  Road,  Erdington",""
"3276",2012,"Birmingham","Woodington  Road","Woodington Road"
"3277",2012,"Birmingham","Wootton  Grove,  Kingstanding,  Birmingham","Wootton Grove, Kingstanding, Birmingham"
"3278",2012,"Birmingham","Yatesbury  ave.,  Castle  Vale","Yatesbury ave., Castle Vale"
"3279",2012,"Birmingham","A38  Northfield","A38 Northfield"
"3280",2012,"Birmingham","Abdon  Ave",""
"3281",2012,"Birmingham","Alcester  Rd","Alcester Rd"
"3282",2012,"Birmingham","alcester  road  south","alcester road south"
"3283",2012,"Birmingham","aldersmead  road","aldersmead road"
"3284",2012,"Birmingham","alwold  road","alwold road"
"3285",2012,"Birmingham","belgrave  middleway","belgrave middleway"
"3286",2012,"Birmingham","black  horse  public  house  carpark","black horse public house carpark"
"3287",2012,"Birmingham","boleyn  road","boleyn road"
"3288",2012,"Birmingham","bomerfield  road","bomerfield road"
"3289",2012,"Birmingham","Bond  st,  City  Centre","Bond st, City Centre"
"3290",2012,"Birmingham","Bournville  Lane",""
"3291",2012,"Birmingham","Bournville  Lane",""
"3292",2012,"Birmingham","Bournville  Lane  Front  office","Bournville Lane Front office"
"3293",2012,"Birmingham","bournville  lane  police  station","bournville lane police station"
"3294",2012,"Birmingham","bournville  p.s.","bournville p.s."
"3295",2012,"Birmingham","bournville  police  station","bournville police station"
"3296",2012,"Birmingham","braceby  ave.","braceby ave."
"3297",2012,"Birmingham","brandwood  park  rd","brandwood park rd"
"3298",2012,"Birmingham","Bristol  Rd  South,  Northfield","Bristol Rd South, Northfield"
"3299",2012,"Birmingham","Bristol  Road",""
"3300",2012,"Birmingham","Bristol  Road",""
"3301",2012,"Birmingham","bristol  road",""
"3302",2012,"Birmingham","bristol  road",""
"3303",2012,"Birmingham","Bristol  Road",""
"3304",2012,"Birmingham","Bristol  Road",""
"3305",2012,"Birmingham","bristol  road",""
"3306",2012,"Birmingham","bristol  road",""
"3307",2012,"Birmingham","bristol  road",""
"3308",2012,"Birmingham","Bristol  Road  Northfield",""
"3309",2012,"Birmingham","bristol  road  opposite  royal  orthopaedic","bristol road opposite royal orthopaedic"
"3310",2012,"Birmingham","Bristol  Road  Selly  Oak","Bristol Road Selly Oak"
"3311",2012,"Birmingham","Bristol  Road  selly  Oak",""
"3312",2012,"Birmingham","Bristol  Road  Selly  Oak",""
"3313",2012,"Birmingham","bristol  road  selly  oak",""
"3314",2012,"Birmingham","Bristol  Road  selly  oak","Bristol Road selly oak"
"3315",2012,"Birmingham","bristol  road  selly  oak  near  gun  barrels  PH","bristol road selly oak near gun barrels PH"
"3316",2012,"Birmingham","bristol  road  south","bristol road south"
"3317",2012,"Birmingham","bristol  road  south",""
"3318",2012,"Birmingham","bristol  road,  bournville","bristol road, bournville"
"3319",2012,"Birmingham","Bristol  Road,  Selly  Oak",""
"3320",2012,"Birmingham","brook  lane  billesley","brook lane billesley"
"3321",2012,"Birmingham","Brookfield  Road","Brookfield Road"
"3322",2012,"Birmingham","Bunbury  Road","Bunbury Road"
"3323",2012,"Birmingham","church  road","church road"
"3324",2012,"Birmingham","Church  Road,  Edgbaston","Church Road, Edgbaston"
"3325",2012,"Birmingham","Church  Road,  Moseley","Church Road, Moseley"
"3326",2012,"Birmingham","city  road","city road"
"3327",2012,"Birmingham","Corn  Mill  Close  Bartley  Green","Corn Mill Close Bartley Green"
"3328",2012,"Birmingham","Cotteridge  Island","Cotteridge Island"
"3329",2012,"Birmingham","devon  road","devon road"
"3330",2012,"Birmingham","Dogpool  Lane","Dogpool Lane"
"3331",2012,"Birmingham","Each  Way  Lane,  Rubery","Each Way Lane, Rubery"
"3332",2012,"Birmingham","edgewood  road","edgewood road"
"3333",2012,"Birmingham","edgwood  road","edgwood road"
"3334",2012,"Birmingham","edward  road,  balsall  heath","edward road, balsall heath"
"3335",2012,"Birmingham","Fordhouse  Lane","Fordhouse Lane"
"3336",2012,"Birmingham","Fredrick  Road","Fredrick Road"
"3337",2012,"Birmingham","Gillot  Road,  Edgbaston","Gillot Road, Edgbaston"
"3338",2012,"Birmingham","Gillott  Road,  Edgbaston","Gillott Road, Edgbaston"
"3339",2012,"Birmingham","gorsley  piece","gorsley piece"
"3340",2012,"Birmingham","great  park  public  house,  rubery","great park public house, rubery"
"3341",2012,"Birmingham","great  park  rubery",""
"3342",2012,"Birmingham","grovelly    lane","grovelly  lane"
"3343",2012,"Birmingham","Hagley  Road",""
"3344",2012,"Birmingham","hagley  road",""
"3345",2012,"Birmingham","hagley  road",""
"3346",2012,"Birmingham","Hagley  Road",""
"3347",2012,"Birmingham","hagley  road",""
"3348",2012,"Birmingham","Hagley  Road,  Birmingham","Hagley Road, Birmingham"
"3349",2012,"Birmingham","Hagley  Road,  Edgbaston",""
"3350",2012,"Birmingham","hagley  road,  edgbaston","hagley road, edgbaston"
"3351",2012,"Birmingham","Harborne  Hall,  Hotel,  Harborne","Harborne Hall, Hotel, Harborne"
"3352",2012,"Birmingham","harborne  park  road","harborne park road"
"3353",2012,"Birmingham","Harbourne  high  str.","Harbourne high str."
"3354",2012,"Birmingham","Haunch  Lane","Haunch Lane"
"3355",2012,"Birmingham","hawkshurst  road","hawkshurst road"
"3356",2012,"Birmingham","Healey  Road,  Selly  oak","Healey Road, Selly oak"
"3357",2012,"Birmingham","heather  house,  kings  norton","heather house, kings norton"
"3358",2012,"Birmingham","heaton  drive","heaton drive"
"3359",2012,"Birmingham","hgaley  road","hgaley road"
"3360",2012,"Birmingham","high  st  harborne",""
"3361",2012,"Birmingham","High  ST  Harborne","High ST Harborne"
"3362",2012,"Birmingham","High  str.  harborne",""
"3363",2012,"Birmingham","High  str.  harborne",""
"3364",2012,"Birmingham","High  str.  harborne",""
"3365",2012,"Birmingham","High  str.  harborne",""
"3366",2012,"Birmingham","High  str.  Harbourne","High str. Harbourne"
"3367",2012,"Birmingham","High  str.  hraborn","High str. hraborn"
"3368",2012,"Birmingham","High  str.,  Haborne","High str., Haborne"
"3369",2012,"Birmingham","High  str.,  harbourne","High str., harbourne"
"3370",2012,"Birmingham","Hillwood  Rd","Hillwood Rd"
"3371",2012,"Birmingham","Hindhead  Road","Hindhead Road"
"3372",2012,"Birmingham","Hisgh  str.  stourbridege","Hisgh str. stourbridege"
"3373",2012,"Birmingham","hollybank  road","hollybank road"
"3374",2012,"Birmingham","holybank  road","holybank road"
"3375",2012,"Birmingham","houldy  road","houldy road"
"3376",2012,"Birmingham","hubert  croft","hubert croft"
"3377",2012,"Birmingham","Hurst  str.",""
